,pcode,area_name_en,area_name_mm,area_type_mm,area_type_en,location,point,latitude,longitude,altitude
1314,MMR004007701504,Ngalar Ward,ငလားရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1315,MMR004007702501,Myo Ma Ward,မြို့မရပ်ကွက်,ရပ်ကွက်,Ward,"မြို့မရပ်ကွက် Myo Ma Ward, မြစ်ကြီးနား, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), 10101, Myanmar","(25.385195, 97.4007827, 0.0)",25.385195,97.4007827,0.0
1316,MMR004007702502,In Yaw Ward,အင်ရောရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1317,MMR004007702503,Mual Pi Ward,မွာပီးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1318,MMR004007702504,Laung Ye Ward,လောင်းရဲရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1319,MMR004007703501,No (1) Ward,အမှတ်(၁)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ် ၁ ကြို့ကုန်းရိပ်သာလမ်း No (1) Gyo Gone Housing, ဘုရင့်နောင် ရပ်ကွက်, အင်းစိန်, Northern District, ရန်ကုန်တိုင်းဒေသကြီး, 11011, Myanmar","(16.8785501, 96.1115181, 0.0)",16.8785501,96.1115181,0.0
1320,MMR004007703502,No (2) Ward,အမှတ်(၂)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1321,MMR004008701501,No (1) Ward,အမှတ်(၁)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ် ၁ ကြို့ကုန်းရိပ်သာလမ်း No (1) Gyo Gone Housing, ဘုရင့်နောင် ရပ်ကွက်, အင်းစိန်, Northern District, ရန်ကုန်တိုင်းဒေသကြီး, 11011, Myanmar","(16.8785501, 96.1115181, 0.0)",16.8785501,96.1115181,0.0
1322,MMR004008701502,No (2) Ward,အမှတ်(၂)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1323,MMR004008702501,Kyin Dway Ward,ကျင်ဒွေးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1324,MMR004008702502,Hoke Pon Kyin Ward,ဟုတ်ပုံကျင်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1325,MMR004008702503,Hpone Twi Kyin Ward,ဖုံးတွီကျင်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1326,MMR004008702504,Htan Kone Ward,ထန်းကုန်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1327,MMR004009701501,Myo Ma Ward,မြို့မရပ်ကွက်,ရပ်ကွက်,Ward,"မြို့မရပ်ကွက် Myo Ma Ward, မြစ်ကြီးနား, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), 10101, Myanmar","(25.385195, 97.4007827, 0.0)",25.385195,97.4007827,0.0
1328,MMR004009701502,Ywar Ma Ward,ရွာမရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1329,MMR004009701503,Yeik Khar Ward,ရိက္ခာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1330,MMR004009701504,Kin Wa Ward,ကင်ဝရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1331,MMR004009702501,No (1) Ward,အမှတ်(၁)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ် ၁ ကြို့ကုန်းရိပ်သာလမ်း No (1) Gyo Gone Housing, ဘုရင့်နောင် ရပ်ကွက်, အင်းစိန်, Northern District, ရန်ကုန်တိုင်းဒေသကြီး, 11011, Myanmar","(16.8785501, 96.1115181, 0.0)",16.8785501,96.1115181,0.0
1332,MMR004009702502,No (2) Ward,အမှတ်(၂)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1333,MMR004009702503,No (3) Ward,အမှတ်(၃)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1334,MMR005001701501,Dawei Zay Ward,ထားဝယ်ဈေးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1335,MMR005001701502,Aye Mya Wa Di Ward,ဧမြဝတီရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1336,MMR005001701503,Nan Da Wun Kwet Thit Ward,နန္ဒဝန်ကွက်သစ်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1337,MMR005001701504,Moe Zar Ward,မိုးဇာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1338,MMR005001701505,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,ရပ်ကွက်,Ward,"မြို့သစ်ရပ်ကွက် Myo Thit Ward, မြစ်ကြီးနား, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), 10101, Myanmar","(25.3841957, 97.3943395, 0.0)",25.3841957,97.3943395,0.0
1339,MMR005001701506,Pan Be Dan Ward,ပန်းဘဲတန်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1340,MMR005001701507,Poe Tan Ward,ပိုးတန်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1341,MMR005001701508,Min Lan Ward,မင်းလမ်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1342,MMR005001701509,Ta Kaung Ward,တကောင်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1343,MMR005001701510,Sein Kone Ward,စိန်ကုန်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1344,MMR005001701511,Htone Bo Ward,ထုံးဘိုရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1345,MMR005001701512,Zay Yar Kwet Thit Ward,ဇေယျကွက်သစ်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1346,MMR005001701513,Ywar Htaung Ward,ရွာထောင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1347,MMR005001701514,Mee Ya Htar Ward,မီးရထားရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1348,MMR005001701515,Pa Da Myar Ward,ပတ္တမြားရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1349,MMR005001701516,Ni Lar Ward,နီလာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1350,MMR005001701517,Shwe Min Wun Ward,ရွှေမင်းဝံရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1351,MMR005001701518,Par Ra Mi Ward,ပါရမီရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1352,MMR005001701519,Tin Teik Ward,တင်းတိပ်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1353,MMR005001701520,Si Tee Ward,စီတီးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1354,MMR005001701521,Pe Ka Toe Ward,ပဲကတိုးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1355,MMR005001701522,Thaw Ta Pan Ward,သောတာပန်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1356,MMR005001701523,Pyu Kan Ward,ပြူကံရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1357,MMR005001702501,Yae Kyi Ward,ရေကြည်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1358,MMR005001702502,Ywar Saik Ward,ရွာစိုက်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1359,MMR005001702503,Thin Twe Ward,သင်းတွဲရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1360,MMR005001702504,Pin Thin Ward,ပင်းသင်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1361,MMR005001702505,Kyaung Nauk Ward,ကျောင်းနောက်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1362,MMR005001702506,Ywar Way Ward,ရွာဝေးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1363,MMR005001702507,Thu Htay Ward,သူဌေးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1364,MMR005001702508,Taung Po Ward,တောင်ပိုရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1365,MMR005001702509,Myin Kywa Ward,မြင်းကြွရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1366,MMR005001702510,Nyaung Ngoke To Ward,ညောင်ငုတ္တိုရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1367,MMR005001702511,Shar Pin Kan Ward,ရှားပင်ကန်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1368,MMR005002701501,Ah Nauk Paing Ward,အနောက်ပိုင်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1369,MMR005002701502,Myauk Paing Ward,မြောက်ပိုင်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1370,MMR005002701503,Taung Paing Ward,တောင်ပိုင်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1371,MMR005002701504,Ah Shey Paing Ward,အရှေ့ပိုင်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1372,MMR005003701501,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,ရပ်ကွက်,Ward,"မြို့သစ်ရပ်ကွက် Myo Thit Ward, မြစ်ကြီးနား, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), 10101, Myanmar","(25.3841957, 97.3943395, 0.0)",25.3841957,97.3943395,0.0
1373,MMR005003701502,Myauk Ward,မြောက်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1374,MMR005003701503,Ah Lel Ward,အလယ်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1375,MMR005003701504,Taung Ward,တောင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1376,MMR005004701501,No (1) Ward,အမှတ်(၁)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ် ၁ ကြို့ကုန်းရိပ်သာလမ်း No (1) Gyo Gone Housing, ဘုရင့်နောင် ရပ်ကွက်, အင်းစိန်, Northern District, ရန်ကုန်တိုင်းဒေသကြီး, 11011, Myanmar","(16.8785501, 96.1115181, 0.0)",16.8785501,96.1115181,0.0
1377,MMR005004701502,No (2) Ward,အမှတ်(၂)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1378,MMR005004701503,No (3) Ward,အမှတ်(၃)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1379,MMR005004701504,No (4) Ward,အမှတ်(၄)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1380,MMR005004701505,No (5) Ward,အမှတ်(၅)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅)အခြေခံပညာမူလတန်းလွန်ကျောင်း, ဗိုလ်ဥတ္တမလမ်း, ၅ ရပ်ကွက်, ဒဂုံမြို့သစ်မြောက်ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, 11451, Myanmar","(16.89680695, 96.19876269635246, 0.0)",16.89680695,96.19876269635246,0.0
1381,MMR005004701506,No (6) Ward,အမှတ်(၆)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1382,MMR005004701507,No (7) Ward,အမှတ်(၇)ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1383,MMR005004701508,No (8) Ward,အမှတ်(၈)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1384,MMR005004701509,No (9) Ward,အမှတ်(၉)ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1385,MMR005004701510,No (10) Ward,အမှတ်(၁၀)ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1386,MMR005004702501,No (1) Ward,အမှတ်(၁)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ် ၁ ကြို့ကုန်းရိပ်သာလမ်း No (1) Gyo Gone Housing, ဘုရင့်နောင် ရပ်ကွက်, အင်းစိန်, Northern District, ရန်ကုန်တိုင်းဒေသကြီး, 11011, Myanmar","(16.8785501, 96.1115181, 0.0)",16.8785501,96.1115181,0.0
1387,MMR005004702502,No (2) Ward,အမှတ်(၂)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1388,MMR005004702503,No (3) Ward,အမှတ်(၃)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1389,MMR005004702504,No (4) Ward,အမှတ်(၄)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1390,MMR005005701501,Mya Kan Thar Ward,မြကန်သာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1391,MMR005005701502,Aung Chan Thar Ward,အောင်ချမ်းသာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1392,MMR005005701503,Aung Thi Ri Ward,အောင်သီရိရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1393,MMR005005701504,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1394,MMR005005701505,Mya Nandar Ward,မြနန္ဒာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1395,MMR005006701501,No (1) Ward,အမှတ်(၁)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ် ၁ ကြို့ကုန်းရိပ်သာလမ်း No (1) Gyo Gone Housing, ဘုရင့်နောင် ရပ်ကွက်, အင်းစိန်, Northern District, ရန်ကုန်တိုင်းဒေသကြီး, 11011, Myanmar","(16.8785501, 96.1115181, 0.0)",16.8785501,96.1115181,0.0
1396,MMR005006701502,No (2) Ward,အမှတ်(၂)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1397,MMR005006701503,No (3) Ward,အမှတ်(၃)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1398,MMR005007701501,No (1) Ward,အမှတ်(၁)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ် ၁ ကြို့ကုန်းရိပ်သာလမ်း No (1) Gyo Gone Housing, ဘုရင့်နောင် ရပ်ကွက်, အင်းစိန်, Northern District, ရန်ကုန်တိုင်းဒေသကြီး, 11011, Myanmar","(16.8785501, 96.1115181, 0.0)",16.8785501,96.1115181,0.0
1399,MMR005007701502,No (2) Ward,အမှတ်(၂)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1400,MMR005007701503,No (3) Ward,အမှတ်(၃)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1401,MMR005007701504,No (4) Ward,အမှတ်(၄)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1402,MMR005007701505,No (5) Ward,အမှတ်(၅)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅)အခြေခံပညာမူလတန်းလွန်ကျောင်း, ဗိုလ်ဥတ္တမလမ်း, ၅ ရပ်ကွက်, ဒဂုံမြို့သစ်မြောက်ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, 11451, Myanmar","(16.89680695, 96.19876269635246, 0.0)",16.89680695,96.19876269635246,0.0
1403,MMR005007702501,Chan Aye Thar Yar Ward,ချမ်းအေးသာယာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1404,MMR005007702502,Yan Gyi Aung Ward,ရန်ကြီးအောင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1405,MMR005007702503,Yan Naing Aye Ward,ရန်နိုင်အေးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1406,MMR005007702504,Aung Theik Di Ward,အောင်သိဒ္ဓိရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1407,MMR005007702505,Let Se Ward,လက်ဆည်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1408,MMR005007702506,Nagar Paw Ward,နဂါးပေါ်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1409,MMR005008701501,Pi Tauk Myaing Ward,ပိတောက်မြိုင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1410,MMR005008701502,Thit Yar Myaing Ward,သစ်ရာမြိုင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1411,MMR005008701503,In Gyin Myaing Ward,အင်ကြင်းမြိုင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1412,MMR005008701504,Pyin Ma Myaing Ward,ပျဉ်းမမြိုင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1413,MMR005009701501,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1414,MMR005009701502,Bo Aung Zay Ya Ward,ဗိုလ်အောင်ဇေယျရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1415,MMR005009701503,Aung Chan Thar Ward,အောင်ချမ်းသာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1416,MMR005009701504,Aung San Ward,အောင်ဆန်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1417,MMR005009701505,Shwe Pyi Thar Ward,ရွှေပြည်သာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1418,MMR005010701501,Tabayin Ward,ဒီပဲယင်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1419,MMR005010701502,Taung Pyin Ward,တောင်ပြင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1420,MMR005010702501,No (1) Ward,အမှတ်(၁)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ် ၁ ကြို့ကုန်းရိပ်သာလမ်း No (1) Gyo Gone Housing, ဘုရင့်နောင် ရပ်ကွက်, အင်းစိန်, Northern District, ရန်ကုန်တိုင်းဒေသကြီး, 11011, Myanmar","(16.8785501, 96.1115181, 0.0)",16.8785501,96.1115181,0.0
1421,MMR005010702502,No (2) Ward,အမှတ်(၂)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1422,MMR005010702503,No (3) Ward,အမှတ်(၃)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1423,MMR005010702504,No (4) Ward,အမှတ်(၄)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅၂)ရပ်ကွက်, ဒဂုံမြို့သစ်အရှေ့ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, Myanmar","(16.919491899999997, 96.19911804347167, 0.0)",16.919491899999997,96.19911804347167,0.0
1424,MMR005010702505,No (5) Ward,အမှတ်(၅)ရပ်ကွက်,ရပ်ကွက်,Ward,"အမှတ်(၅)အခြေခံပညာမူလတန်းလွန်ကျောင်း, ဗိုလ်ဥတ္တမလမ်း, ၅ ရပ်ကွက်, ဒဂုံမြို့သစ်မြောက်ပိုင်း, Eastern District, ရန်ကုန်တိုင်းဒေသကြီး, 11451, Myanmar","(16.89680695, 96.19876269635246, 0.0)",16.89680695,96.19876269635246,0.0
1425,MMR005011701501,Bo Mya Ward,ဗိုလ်မြရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1426,MMR005011701502,Paw-U Ward,ပေါ်ဦးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1427,MMR005011701503,Ma Har Myaing Ward,မဟာမြိုင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1428,MMR005011701504,Myit Tar Myaing Ward,မေတ္တာမြိုင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1429,MMR005012701501,Kwayt Gyi Ward,ကွေ့ကြီးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1430,MMR005012701502,Aung Chan Thar Ward,အောင်ချမ်းသာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1431,MMR005012701503,Daw Na Chan Ward,ဒေါနခြံရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1432,MMR005012701504,Lel Di Ward,လယ်တီရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1433,MMR005012701505,Hpone Soe Ward,ဖုန်းစိုးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1434,MMR005012701506,Ya Da Nar Bon Ward,ရတနာပုံရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1435,MMR005012701507,Chan Mya Thar Zi Ward,ချမ်းမြသာစည်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1436,MMR005012701508,Aye Thar Yar Ward,အေးသာယာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1437,MMR005012701509,Yan Kin Ward,ရန်ကင်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1438,MMR005012701510,Thar Lar Ward,သလ္လာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1439,MMR005012701511,Ah Lel Ward,အလယ်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1440,MMR005012701512,Than Taw Ward,သန်းတောရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1441,MMR005012701513,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1442,MMR005012701514,Monywa (South) Ward,မုံရွာတောင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1443,MMR005012701515,Mya Wa Di Ward,မြဝတီရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1444,MMR005012701516,Hpa Yar Gyi Ward,ဘုရားကြီးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1445,MMR005012701517,Yone Gyi Ward,ရုံးကြီးရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1446,MMR005012701518,Sue Lay Gone Ward,ဆူးလေကုန်းရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1447,MMR005012701519,Sit Pin Ward,စစ်ပင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1448,MMR005012701520,Ah Lone Ward,အလုံရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1449,MMR005012701521,Oe Bo (South) Ward,အိုးဘိုတောင်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1450,MMR005012701522,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,ရပ်ကွက်,Ward,"မြို့သစ်ရပ်ကွက် Myo Thit Ward, မြစ်ကြီးနား, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), 10101, Myanmar","(25.3841957, 97.3943395, 0.0)",25.3841957,97.3943395,0.0
1451,MMR005012701523,Nan Da Wun Ward,နန္ဒဝန်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1452,MMR005012701524,Nat Lu Hteik Pan Ward,နတ်လူထိပ်ပန်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1453,MMR005012701525,Set Hmu Zon Ward,စက်မှုဇုန်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1454,MMR005012701526,Kan Thar Oo Ward,ကန်သာဦး,ရပ်ကွက်,Ward,,,,,
1455,MMR005012701527,Chan Mya Wa Di Ward,ချမ်းမြဝတီရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1456,MMR005012701528,Shwe Za Loke Ward,ရွှေဇလုပ်ရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1457,MMR005012701529,Pyi Taw Thar Ward,ပြည်တော်သာရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
1458,MMR005012701530,Ban Du La Ward,ဗန္ဓုလရပ်ကွက်,ရပ်ကွက်,Ward,,,,,
