,pcode,area_name_en,area_name_mm,area_type_mm,area_type_en,location,point,latitude,longitude,altitude
14263,MMR013026001,Pauk Pin,ပေါက်ပင်,ကျေးရွာအုပ်စု,Village Tract,"ပေါက်ပင် အခြေခံပညာမူလတန်းကျောင်း, ကွက်သစ်, မရမ်းကုန်း, Thaton District, Mon, Myanmar","(17.2283387, 97.0730503, 0.0)",17.2283387,97.0730503,0.0
14264,MMR013026002,Ka Mar Mat,ကမာမတ်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14265,MMR013026003,Met Ka Than,မက္ကသန်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14266,MMR013026004,Kyone Kyone Kya,ကျုံးကျုံးကျ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14267,MMR013026005,Oke Hpo,အုပ်ဖို,ကျေးရွာအုပ်စု,Village Tract,,,,,
14268,MMR013026006,Maung Ma,မောင်းမ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14269,MMR013026007,Kyu Taw,ကြူတော,ကျေးရွာအုပ်စု,Village Tract,"Kiotau BEPS, Lauilem Road, Namlan, သီပေါ, ကျောက်မဲခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(22.2596207, 97.39503636432264, 0.0)",22.2596207,97.39503636432264,0.0
14270,MMR013026008,Ka Mar Chaik,ကမာချိုက်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14271,MMR013026009,Ah Lel Ywar,အလယ်ရွာ,ကျေးရွာအုပ်စု,Village Tract,"အလယ်ရွာ, ဘားအံခရိုင်, ကရင်ပြည်နယ် (Kayin), Myanmar","(16.8519707, 97.8384857, 0.0)",16.8519707,97.8384857,0.0
14272,MMR013026010,Aye Ywar,အေးရွာ,ကျေးရွာအုပ်စု,Village Tract,"အေးရွာ, ပဲခူးခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), Myanmar","(17.16037, 96.475563, 0.0)",17.16037,96.475563,0.0
14273,MMR013026011,Swei Ka Tawt,စွယ်ကတော့,ကျေးရွာအုပ်စု,Village Tract,,,,,
14274,MMR013026012,Pein Kan,ပိန်းကန်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14275,MMR013026013,Hla Bi Lu,လှဘီလူး,ကျေးရွာအုပ်စု,Village Tract,,,,,
14276,MMR013026014,Ma Gyi Kan,မကျီးကန်,ကျေးရွာအုပ်စု,Village Tract,"Ma Gyi Kan မကြီးကန်, ပခုက္ကူခရိုင်, မကွေးတိုင်းဒေသကြီး, Myanmar","(21.4321333, 95.02514580700881, 0.0)",21.4321333,95.02514580700881,0.0
14277,MMR013026015,Yoe Gyi,ရိုးကြီး,ကျေးရွာအုပ်စု,Village Tract,"ရိုးကြီး, Anawrahta Road, လှိုင်သာယာ, Northern District, ရန်ကုန်တိုင်းဒေသကြီး, 11401, Myanmar","(16.9105397, 96.0503915, 0.0)",16.9105397,96.0503915,0.0
14278,MMR013026016,Kyon Tu,ကျုံတူး,ကျေးရွာအုပ်စု,Village Tract,,,,,
14279,MMR013026017,Ta Man Gyi,တမံကြီး,ကျေးရွာအုပ်စု,Village Tract,"တမံကြီး, ပဲခူးခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), Myanmar","(17.025181, 96.401176, 0.0)",17.025181,96.401176,0.0
14280,MMR013026018,Ka Ma Ka Loke,ကမာကလုတ်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14281,MMR013026019,Kayin Kan,ကရင်ကန်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14282,MMR013026020,Kan Nyi Naung,ကန်ညီနောင်,ကျေးရွာအုပ်စု,Village Tract,"ကန်ညီနောင်, ပဲခူးခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), Myanmar","(17.113899, 96.72789, 0.0)",17.113899,96.72789,0.0
14283,MMR013026021,Kywe Ta Lin,ကျွဲတလင်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14284,MMR013026022,Thet Kei Kone,သက္ကယ်ကုန်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14285,MMR013026023,Kha Mat,ခမတ်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14286,MMR013026024,Kan Beit,ကံဘဲ့,ကျေးရွာအုပ်စု,Village Tract,"ကံဘဲ့, မောင်တောခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(20.85008, 92.353577, 0.0)",20.85008,92.353577,0.0
14287,MMR013026025,Nyaung Pin Kwin,ညောင်ပင်ကွင်း,ကျေးရွာအုပ်စု,Village Tract,"ညောင်ပင်ကွင်း, သံတွဲခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(18.21306, 94.476761, 0.0)",18.21306,94.476761,0.0
14288,MMR013026026,Bagan Taung,ပုဂံတောင်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14289,MMR013026027,Pan Taw Chaung,ပန်းတောချောင်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14290,MMR013026028,Day Pauk,ဒေးပေါက်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14291,MMR013026029,Kayin Su,ကရင်စု,ကျေးရွာအုပ်စု,Village Tract,"ကရင်စု, ဘားအံခရိုင်, ကရင်ပြည်နယ် (Kayin), Myanmar","(17.06992, 97.861237, 0.0)",17.06992,97.861237,0.0
14292,MMR013026030,Hpa Yar Pyo,ဘုရားပျို,ကျေးရွာအုပ်စု,Village Tract,,,,,
14293,MMR013026031,Kwin Hlyar Shey,ကွင်းလျားရှည်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14294,MMR013026032,Hta Yan Kan,ထရန်ကန်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14295,MMR013026033,Tha Pyu Kan,သပြုကန်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14296,MMR013026034,Pa Lu Kan,ပလူကန်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14297,MMR013026035,Ta Kaw Kan,တကောကန်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14298,MMR013026036,Kyi Ni Chaung,ကျီနီချောင်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14299,MMR013026037,Pyin Ma Kone,ပျဉ်းမကုန်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14300,MMR013026038,Kyar Kan,ကြာကန်,ကျေးရွာအုပ်စု,Village Tract,"ကြာကန်, မြောက်ဦးခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(20.76436, 93.109962, 0.0)",20.76436,93.109962,0.0
14301,MMR013026039,Pa Lu,ပလူ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14302,MMR013026040,Aung Chan Thar,အောင်ချမ်းသာ,ကျေးရွာအုပ်စု,Village Tract,"Aung Chan Thar အောင်ချမ်းသာ, မန္တလေးခရိုင်, မန္တလေးတိုင်း, 05013, Myanmar","(22.028219, 96.0970815, 0.0)",22.028219,96.0970815,0.0
14303,MMR013026041,Bo Ka Lay,ဘိုကလေး,ကျေးရွာအုပ်စု,Village Tract,"ဘိုကလေး, Pyapon, ဧရာဝတီတိုင်းဒေသကြီး, Myanmar","(16.128179600000003, 95.45073234148815, 0.0)",16.128179600000003,95.45073234148815,0.0
14304,MMR013026042,Sin Kyun,ဆင်ကျွန်း,ကျေးရွာအုပ်စု,Village Tract,"ဆင်ကျွန်း, ဘုတ်ပြင်း, Kawthoung District, Tanintharyi Region, Myanmar","(11.0247969, 98.3069562233819, 0.0)",11.0247969,98.3069562233819,0.0
14305,MMR013026043,Kan Kaung,ကံကောင်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14306,MMR013026044,Yae Kyaw,ရေကျော်,ကျေးရွာအုပ်စု,Village Tract,"ရေကျော်, သံတွဲခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(17.934759, 94.481743, 0.0)",17.934759,94.481743,0.0
14307,MMR013026045,Ohn Pin,အုန်းပင်,ကျေးရွာအုပ်စု,Village Tract,"အုန်းပင်, တောင်ငူခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), 08121, Myanmar","(18.824409, 96.433479, 0.0)",18.824409,96.433479,0.0
14308,MMR013026046,Nyaung Lan,ညောင်လန်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14309,MMR013026047,Sin Min Aing,ဆင်မင်းအိုင်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14310,MMR013026048,Kin Mun Chon,ကင်းမွန်းခြုံ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14311,MMR013026049,Zee Hpyu Pin,ဇီးဖြူပင်,ကျေးရွာအုပ်စု,Village Tract,"Zee Phyu Pin, ပခုက္ကူခရိုင်, မကွေးတိုင်းဒေသကြီး, Myanmar","(21.6086436, 94.83909845207317, 0.0)",21.6086436,94.83909845207317,0.0
14312,MMR013026050,Kyon Kan,ကျုံကန်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14313,MMR013026051,Nyaung Pin Thar,ညောင်ပင်သာ,ကျေးရွာအုပ်စု,Village Tract,"Nyaung Pin Thar ညောင်ပင်သာ, ကျောက်ဆည်ခရိုင်, မန္တလေးတိုင်း, Myanmar","(21.7754082, 96.1673708, 0.0)",21.7754082,96.1673708,0.0
14314,MMR013026052,Sa Khan Gyi,စခန်းကြီး,ကျေးရွာအုပ်စု,Village Tract,"စခန်းကြီး မှတ်တိုင်, လှည်းကူး−ဖောင်ကြီးလမ်း, ငမိုးရိပ်တံတား(လှည်းကူး), လှည်းကူး, ရန်ကုန်တိုင်းဒေသကြီး, 11371, Myanmar","(17.1228053, 96.2269245, 0.0)",17.1228053,96.2269245,0.0
14315,MMR013026053,Kan Thar,ကံသာ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14316,MMR013027001,Khat Ti Ya,ခတ္တိယ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14317,MMR013027002,Ah Ka la,အကလ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14318,MMR013027003,Ka Tha Paung,ကသပေါင်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14319,MMR013027004,Kywe Da Yut,ကျွဲဒရွတ်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14320,MMR013027005,Kayin Chaung,ကရင်ချောင်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14321,MMR013027006,Kha Naung Htein Ta Pin,ခနောင်ထိန်တပင်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14322,MMR013027007,Sar Hpyu Su,စာဖြူစု,ကျေးရွာအုပ်စု,Village Tract,,,,,
14323,MMR013027008,Yae Twin Kone,ရေတွင်းကုန်း,ကျေးရွာအုပ်စု,Village Tract,"ရေတွင်းကုန်း, Thaton District, Mon, Myanmar","(16.7345813, 97.5416679, 0.0)",16.7345813,97.5416679,0.0
14324,MMR013027009,Tu Chaung Gyi,တူးချောင်းကြီး,ကျေးရွာအုပ်စု,Village Tract,,,,,
14325,MMR013027010,Ma Wun,မဝန်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14326,MMR013027011,Kyi Seik,ကြည်ဆိပ်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14327,MMR013027012,Tet Thit,တက်သစ်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14328,MMR013027013,Tha Wun Taw,သဝန်းတော,ကျေးရွာအုပ်စု,Village Tract,,,,,
14329,MMR013027014,Ta Khun Taing,တံခွန်တိုင်,ကျေးရွာအုပ်စု,Village Tract,"တံခွန်တိုင်, Thaton District, Mon, Myanmar","(16.7783662, 97.4238442, 0.0)",16.7783662,97.4238442,0.0
14330,MMR013027015,Ah Dun,အဒွန်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14331,MMR013027016,Twantay Wa,တွံတေးဝ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14332,MMR013027017,Pa Thi,ပသီ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14333,MMR013027018,Zee Hpyu Kone,ဇီးဖြူကုန်း,ကျေးရွာအုပ်စု,Village Tract,"ဇီးဖြူကုန်း, ပဲခူးခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), Myanmar","(16.990641, 96.526649, 0.0)",16.990641,96.526649,0.0
14334,MMR013027019,Kha Lauk Chaik,ခလောက်ချိုက်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14335,MMR013027020,Kha Yan Wa,ခရမ်းဝ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14336,MMR013027021,Kha Yan Gyi,ခရမ်းကြီး,ကျေးရွာအုပ်စု,Village Tract,,,,,
14337,MMR013027022,Kha Yan Hpyar,ခရမ်းဖျား,ကျေးရွာအုပ်စု,Village Tract,,,,,
14338,MMR013027023,Ka Li Htaw,ကလီထော်,ကျေးရွာအုပ်စု,Village Tract,"ကလီထော် မှတ်တိုင်, လှည်းကူး−ဖောင်ကြီးလမ်း, ငမိုးရိပ်တံတား(လှည်းကူး), လှည်းကူး, ရန်ကုန်တိုင်းဒေသကြီး, 11371, Myanmar","(17.1435004, 96.2263353, 0.0)",17.1435004,96.2263353,0.0
14339,MMR013027024,Kyi Tan,ကြည်တန်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14340,MMR013027025,Ta Ka Hleit,တကလှဲ့,ကျေးရွာအုပ်စု,Village Tract,,,,,
14341,MMR013027026,Yae Kyaw,ရေကျော်,ကျေးရွာအုပ်စု,Village Tract,"ရေကျော်, သံတွဲခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(17.934759, 94.481743, 0.0)",17.934759,94.481743,0.0
14342,MMR013027027,Ta Mar Ta Kaw,တမာတကော,ကျေးရွာအုပ်စု,Village Tract,,,,,
14343,MMR013027028,Ta Man Gyi,တမံကြီး,ကျေးရွာအုပ်စု,Village Tract,"တမံကြီး, ပဲခူးခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), Myanmar","(17.025181, 96.401176, 0.0)",17.025181,96.401176,0.0
14344,MMR013027029,Kan,ကန်,ကျေးရွာအုပ်စု,Village Tract,"ကန်တော်​မင်​ကန် Kan Taw Min Lake 1, U Htaung Bo Road, ဒဂုံ, ရန်ကုန်, Western District, ရန်ကုန်တိုင်းဒေသကြီး, +951, Myanmar","(16.79409425, 96.14868785353522, 0.0)",16.79409425,96.14868785353522,0.0
14345,MMR013027030,Ku Lar Tan,ကုလားတန်း,ကျေးရွာအုပ်စု,Village Tract,"ကုလားတန်း, Thaton District, Mon, Myanmar","(16.7145892, 97.3016817, 0.0)",16.7145892,97.3016817,0.0
14346,MMR013027031,Ma Ngay (Middle),မငေး(အလယ်),ကျေးရွာအုပ်စု,Village Tract,,,,,
14347,MMR013027032,Byauk Yoe,ဗျောက်ရိုး,ကျေးရွာအုပ်စု,Village Tract,,,,,
14348,MMR013027033,Let Pan Gwa,လက်ပံဂွ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14349,MMR013027034,Kyun Ka lay,ကျွန်းကလေး,ကျေးရွာအုပ်စု,Village Tract,"ကျွန်းကလေး မှတ်တိုင်, No: 1 Yangon - Mandalay Hwy, ငမိုးရိပ်တံတား(လှည်းကူး), လှည်းကူး, ရန်ကုန်တိုင်းဒေသကြီး, 11371, Myanmar","(17.0840182, 96.1924713, 0.0)",17.0840182,96.1924713,0.0
14350,MMR013027035,Ah Lat Chaung,အလပ်ချောင်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14351,MMR013027036,Gyaung Waing,ဂျောင်ဝိုင်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14352,MMR013027058,Pyawbwe Lay,ပျော်ဘွယ်လေး,ကျေးရွာအုပ်စု,Village Tract,,,,,
14353,MMR013027061,Peik Swei,ပိတ်စွယ်,ကျေးရွာအုပ်စု,Village Tract,"ပိတ်စွယ်, Main Road, မိုးကုတ်မြို့နယ်, ပြင်ဦးလွင်ခရိုင်, မန္တလေးတိုင်း, 05091, Myanmar","(22.9289966, 96.5158665, 0.0)",22.9289966,96.5158665,0.0
14354,MMR013027062,Yangon Pauk,ရန်ကုန်ပေါက်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14355,MMR013027063,Kyaik Tha Le,ကြိုက်သလဲ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14356,MMR013027064,Hpa Yar Gyi,ဘုရားကြီး,ကျေးရွာအုပ်စု,Village Tract,"ဘုရားကြီး, ပဲခူးခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), 08013, Myanmar","(17.4743026, 96.5249877, 0.0)",17.4743026,96.5249877,0.0
14357,MMR013027065,Pauk Taw,ပေါက်တော,ကျေးရွာအုပ်စု,Village Tract,"ပေါက်တော, စစ်တွေခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(20.1825232, 93.0684364, 0.0)",20.1825232,93.0684364,0.0
14358,MMR013027066,Hpa Yar Ngoke To (South),ဘုရားငုတ္တို(တောင်),ကျေးရွာအုပ်စု,Village Tract,,,,,
14359,MMR013027067,Hpa Yar Ngoke To (North),ဘုရားငုတ္တို(မြောက်),ကျေးရွာအုပ်စု,Village Tract,,,,,
14360,MMR013027068,Kan Beit,ကန်ဘဲ့,ကျေးရွာအုပ်စု,Village Tract,"ကန်ဘဲ့, ပဲခူးခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), Myanmar","(16.996241, 96.521439, 0.0)",16.996241,96.521439,0.0
14361,MMR013027069,San,စမ်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14362,MMR013027070,Ah Yoe Taung,အရိုးတောင်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14363,MMR013027071,Kyun Bet,ကျွန်းဘက်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14364,MMR013027072,Ka Pin Gyi,ကပင်ကြီး,ကျေးရွာအုပ်စု,Village Tract,,,,,
14365,MMR013027073,Kyaung Su,ကျောင်းစု,ကျေးရွာအုပ်စု,Village Tract,"ကျောင်းစု, Thaton District, Mon, Myanmar","(16.7795084, 97.2919311, 0.0)",16.7795084,97.2919311,0.0
14366,MMR013027074,Ah Lel Chaung,အလယ်ချောင်း,ကျေးရွာအုပ်စု,Village Tract,"အလယ်ချောင်း, သံတွဲခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(17.681801, 94.599403, 0.0)",17.681801,94.599403,0.0
14367,MMR013027075,Ga Yat La Mee,ဂယက်လမီး,ကျေးရွာအုပ်စု,Village Tract,,,,,
14368,MMR013027076,Shwe Hlay Chaung (Twan),ရွှေလှေချောင်(တွံ),ကျေးရွာအုပ်စု,Village Tract,,,,,
14369,MMR013027077,Pya Tha Taik,ပြဿတိုက်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14370,MMR013027078,Ah Twin Yae Kyaw,အတွင်းရေကျော်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14371,MMR013027079,Ka Don,ကဒုံ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14372,MMR013027080,Hnget Pyaw San,ငှက်ပျောစမ်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14373,MMR013027081,Kha Loke,ခလုပ်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14374,MMR013027082,Wet Chaung,ဝက်ချောင်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14375,MMR013027083,Shan Su,ရှမ်းစု,ကျေးရွာအုပ်စု,Village Tract,"ရှမ်းစု, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.31568, 96.938202, 0.0)",25.31568,96.938202,0.0
14376,MMR013027084,Htaw Tho,ထော်သို,ကျေးရွာအုပ်စု,Village Tract,,,,,
14377,MMR013027085,Ma Yan Ta Pin,မရမ်းတပင်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14378,MMR013027086,Mar La Kar Rubber Chan,မာလကာရာဘာခြံ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14379,MMR013027087,Ta Loke Htaw,တလုတ္ထော်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14380,MMR013027088,Yangon Rubber Chan,ရန်ကုန်ရာဘာခြံ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14381,MMR013028001,Htan Pin Chaung,ထန်းပင်ချောင်,ကျေးရွာအုပ်စု,Village Tract,"ထန်းပင်ချောင်, ပဲခူးခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), Myanmar","(17.202009, 96.466454, 0.0)",17.202009,96.466454,0.0
14382,MMR013028002,Yae Kyaw,ရေကျော်,ကျေးရွာအုပ်စု,Village Tract,"ရေကျော်, သံတွဲခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(17.934759, 94.481743, 0.0)",17.934759,94.481743,0.0
14383,MMR013028003,Pyin Ka Toe,ပျဉ်းကတိုး,ကျေးရွာအုပ်စု,Village Tract,"ပျဉ်းကတိုး, Myeik District, Tanintharyi Region, Myanmar","(12.3656999, 99.0077795, 0.0)",12.3656999,99.0077795,0.0
14384,MMR013028004,Nyaung Kone,ညောင်ကုန်း,ကျေးရွာအုပ်စု,Village Tract,"ညောင်ကုန်း, ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.0865, 96.496193, 0.0)",21.0865,96.496193,0.0
14385,MMR013028005,Kyaik Htaw (North),ကျိုက်ထော်(မြောက်),ကျေးရွာအုပ်စု,Village Tract,,,,,
14386,MMR013028006,Kyaik Htaw (South),ကျိုက်ထော်(တောင်),ကျေးရွာအုပ်စု,Village Tract,,,,,
14387,MMR013028007,Auk Kyaung,အောက်ကျောင်း,ကျေးရွာအုပ်စု,Village Tract,"သမီးလှအရှေ့ဘုန်းကြီးကျောင်း(အောက်ကျောင်း), တနင်္သာရီ, Myeik District, Tanintharyi Region, Myanmar","(12.1638613, 99.0603026, 0.0)",12.1638613,99.0603026,0.0
14388,MMR013028008,Tha Meit,သမဲ့,ကျေးရွာအုပ်စု,Village Tract,,,,,
14389,MMR013028009,Kyon La Tar,ကျုံလတာ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14390,MMR013028010,Popa,ပုပ္ပါး,ကျေးရွာအုပ်စု,Village Tract,,,,,
14391,MMR013028011,Hmaw Taw,မှော်တော,ကျေးရွာအုပ်စု,Village Tract,,,,,
14392,MMR013028012,War Thein Kha,ဝါးသိင်္ခ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14393,MMR013028013,Ma Sei Seik,မဆယ်ဆိပ်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14394,MMR013028014,Ta Loke Htaw,တလုတ်ထော်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14395,MMR013028015,Kha Laung,ခလောင်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14396,MMR013028016,Ka Nyin Ngu,ကညင်ငူ,ကျေးရွာအုပ်စု,Village Tract,"ကညင်ငူ, မြန်အောင်, Hinthada, ဧရာဝတီတိုင်းဒေသကြီး, Myanmar","(18.0561776, 95.2778352, 0.0)",18.0561776,95.2778352,0.0
14397,MMR013028017,Shar Bwar,ရှာဘွား,ကျေးရွာအုပ်စု,Village Tract,,,,,
14398,MMR013028018,Ta Ku Pon,တကူပုံ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14399,MMR013028019,Hnget Aw San,ငှက်အော်စမ်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14400,MMR013028020,Nat Yae Twin,နတ်ရေတွင်း,ကျေးရွာအုပ်စု,Village Tract,"Nat Yay Twin, တောင်ငူခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), Myanmar","(19.1422301, 96.3471987, 0.0)",19.1422301,96.3471987,0.0
14401,MMR013028021,Za Yat Kone,ဇရပ်ကုန်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14402,MMR013028022,Ywar Tan Shey,ရွာတန်းရှည်,ကျေးရွာအုပ်စု,Village Tract,"ရွာတန်းရှည်, Thaton District, Mon, Myanmar","(16.7759994, 97.3939875, 0.0)",16.7759994,97.3939875,0.0
14403,MMR013028023,Pein Hne Kone,ပိန်းနဲကုန်း,ကျေးရွာအုပ်စု,Village Tract,"ပိန်းနဲကုန်း, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(19.935039, 97.069801, 0.0)",19.935039,97.069801,0.0
14404,MMR013028024,Ah Hpyauk,အဖျောက်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14405,MMR013028025,Yae Hpyu Twin,ရေဖြူတွင်း,ကျေးရွာအုပ်စု,Village Tract,,,,,
14406,MMR013028026,Nat Sin Kone,နတ်စင်ကုန်း,ကျေးရွာအုပ်စု,Village Tract,"နတ်စင်ကုန်း, Thaton District, Mon, Myanmar","(16.5732184, 97.5730589, 0.0)",16.5732184,97.5730589,0.0
14407,MMR013028027,Ma Gyi Kan,မကျီးကန်,ကျေးရွာအုပ်စု,Village Tract,"Ma Gyi Kan မကြီးကန်, ပခုက္ကူခရိုင်, မကွေးတိုင်းဒေသကြီး, Myanmar","(21.4321333, 95.02514580700881, 0.0)",21.4321333,95.02514580700881,0.0
14408,MMR013028028,Myauk Chaung,မြောက်ချောင်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14409,MMR013028029,San Kauk,စမ်းကောက်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14410,MMR013028030,Taung Chaung,တောင်ချောင်,ကျေးရွာအုပ်စု,Village Tract,"တောင်ချောင်, စစ်တွေခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(20.66773, 92.712242, 0.0)",20.66773,92.712242,0.0
14411,MMR013028031,Lar Wa Di,လာဝတီ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14412,MMR013028032,Sa Bagan,ဆပုဂံ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14413,MMR013028033,Let Khaik,လက်ခိုက်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14414,MMR013028034,Kyar Kan,ကြာကန်,ကျေးရွာအုပ်စု,Village Tract,"ကြာကန်, မြောက်ဦးခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(20.76436, 93.109962, 0.0)",20.76436,93.109962,0.0
14415,MMR013028035,Koe Taung,ကိုးတောင်,ကျေးရွာအုပ်စု,Village Tract,"ကိုးတောင်, မောင်တောခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(21.04866, 92.29335, 0.0)",21.04866,92.29335,0.0
14416,MMR013028036,Myet San Ni,မျက်ဆံနီ,ကျေးရွာအုပ်စု,Village Tract,,,,,
14417,MMR013028037,Hpa Yon Chaung,ဖရုံချောင်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14418,MMR013028038,Kan Thone Kan,ကန်သုံးကန်,ကျေးရွာအုပ်စု,Village Tract,,,,,
14419,MMR013028039,Htan Ma Naing,ထမ္မနိုင်,ကျေးရွာအုပ်စု,Village Tract,,,,,
