,pcode,area_name_en,area_name_mm,area_type_mm,area_type_en,location,point,latitude,longitude
361,MMR014003,Hopong,ဟိုပုံး,မြို့နယ်,Township,"ဟိုပုံး, ပအိုဝ်းကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.00033395, 97.25843348546186, 0.0)",21.00033395,97.25843348546186
362,MMR014004,Hsihseng,ဆီဆိုင်,မြို့နယ်,Township,"ဆီဆိုင်, ပအိုဝ်းကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, 140104, Myanmar","(20.242778649999998, 97.3063255218525, 0.0)",20.24277865,97.3063255218525
363,MMR014005,Kalaw,ကလော,မြို့နယ်,Township,"ဝဵင်းၵလေႃး, ကလော, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, 9782, Myanmar","(20.6356031, 96.5656373, 0.0)",20.6356031,96.5656373
364,MMR014006,Pindaya,ပင်းတယ,မြို့နယ်,Township,"ပင်းတယ, ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(20.94158, 96.662794, 0.0)",20.94158,96.66279399999999
365,MMR014007,Ywangan,ရွာငံ,မြို့နယ်,Township,"ရွာငံ, ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.162815, 96.442291, 0.0)",21.162815,96.442291
366,MMR014008,Lawksawk,ရပ်စောက်,မြို့နယ်,Township,"ရပ်စောက်, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, 06071, Myanmar","(21.63542045, 96.97110028261599, 0.0)",21.63542045,96.971100282616
367,MMR014009,Pinlaung,ပင်လောင်း,မြို့နယ်,Township,"ပင်လောင်း, ပအိုဝ်းကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, 06053, Myanmar","(20.137476, 96.67366002656135, 0.0)",20.137476,96.67366002656135
368,MMR014010,Pekon,ဖယ်ခုံ,မြို့နယ်,Township,"ဖယ်ခုံ, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(19.6445967, 96.79529321249998, 0.0)",19.6445967,96.79529321249998
369,MMR014011,Loilen,လွိုင်လင်,မြို့နယ်,Township,"လွိုင်လင်, လွိုင်လင်ခရိုင်, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(20.86367475, 97.4635992725022, 0.0)",20.86367475,97.46359927250221
370,MMR014012,Laihka,လဲချား,မြို့နယ်,Township,"လဲချား, လွိုင်လင်ခရိုင်, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.29966865, 97.76209612370835, 0.0)",21.29966865,97.76209612370836
