,pcode,area_name_en,area_name_mm,area_type_mm,area_type_en,location,point,latitude,longitude
4476,MMR001001019,Myin Thar,မြင်သာ,ကျေးရွာအုပ်စု,Village Tract,"မြင်သာ, မိတ္ထီလာခရိုင်, မန္တလေးတိုင်း, Myanmar","(21.21476, 95.863152, 0.0)",21.214760000000002,95.863152
4481,MMR001001024,Wea Gyi,ဝဲကြီး,ကျေးရွာအုပ်စု,Village Tract,"ဝဲကြီး, Thaton District, Mon, Myanmar","(17.2160007, 97.1583245, 0.0)",17.2160007,97.1583245
4483,MMR001001026,Nei Char,နယ်ခြား,ကျေးရွာအုပ်စု,Village Tract,"နယ်ခြား, Thaton District, Mon, Myanmar","(17.3247529, 97.2207135, 0.0)",17.324752899999996,97.2207135
4485,MMR001001028,Nyaung Pin Thar,ညောင်ပင်သာ,ကျေးရွာအုပ်စု,Village Tract,"Nyaung Pin Thar ညောင်ပင်သာ, ကျောက်ဆည်ခရိုင်, မန္တလေးတိုင်း, Myanmar","(21.7754082, 96.1673708, 0.0)",21.7754082,96.1673708
4491,MMR001002004,Aung Myay (1),အောင်မြေ(၁),ကျေးရွာအုပ်စု,Village Tract,"Aung Myay (အောင်မြေ), စစ်ကိုင်းခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.1322654, 95.8678475, 0.0)",22.132265399999998,95.8678475
4492,MMR001002005,Aung Myay (2),အောင်မြေ(၂),ကျေးရွာအုပ်စု,Village Tract,"Aung Myay (အောင်မြေ), စစ်ကိုင်းခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(22.1322654, 95.8678475, 0.0)",22.132265399999998,95.8678475
4497,MMR001002010,Zee Kyun,ဇီးကျွန်း,ကျေးရွာအုပ်စု,Village Tract,"ဇီးကျွန်း, သံတွဲခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(18.608959, 94.278297, 0.0)",18.608959,94.278297
4499,MMR001002012,Shwe Nyaung Pin,ရွှေညောင်ပင်,ကျေးရွာအုပ်စု,Village Tract,"ရွှေညောင်ပင် Shwe Nyaung Bin, ဘားအံခရိုင်, ကရင်ပြည်နယ် (Kayin), Myanmar","(19.023296, 96.633165, 0.0)",19.023296,96.633165
4552,MMR001003025,Myit Son,မြစ်ဆုံ,ကျေးရွာအုပ်စု,Village Tract,"မြစ်ဆုံ, Hsibaw-Lashio Road, သီပေါ, ကျောက်မဲခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(22.6561952, 97.4070585, 0.0)",22.6561952,97.40705849999999
4595,MMR001004005,Ma Kaw,မကော,ကျေးရွာအုပ်စု,Village Tract,"မကော, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(26.44442, 96.693779, 0.0)",26.44442,96.693779
4609,MMR001005002,Zan Nawng,ဇန်နောင်,ကျေးရွာအုပ်စု,Village Tract,"ဇန်နောင်, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.8925828, 98.1225606, 0.0)",25.8925828,98.12256059999999
4610,MMR001005003,Na Law,နလော,ကျေးရွာအုပ်စု,Village Tract,"နလော, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.8743614, 98.1098039, 0.0)",25.874361399999998,98.10980390000002
4615,MMR001005008,Shan Kyaw,ရှမ်းကျော်,ကျေးရွာအုပ်စု,Village Tract,"ရှမ်းကျော် ဘုန်းကြီးကျောင်း, ပေါင်, Thaton District, Mon, Myanmar","(16.5943854, 97.5582427, 0.0)",16.5943854,97.55824270000001
4619,MMR001005012,Ta Mu,တမူး,ကျေးရွာအုပ်စု,Village Tract,"တမူး, တမူးခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(24.2149165, 94.3031975, 0.0)",24.2149165,94.3031975
4624,MMR001005017,Ya Jawng,ရုပ်ချောင်,ကျေးရွာအုပ်စု,Village Tract,"ရုပ်ချောင်, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.908649, 98.168694, 0.0)",25.908649,98.16869399999999
4625,MMR001005018,Jit Lai,ဂျစ်လိုင်,ကျေးရွာအုပ်စု,Village Tract,"ဂျစ်လိုင်, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.878269, 98.174454, 0.0)",25.878269,98.174454
4633,MMR001005026,Hpa Re,ဖရဲ,ကျေးရွာအုပ်စု,Village Tract,"ဖရဲ, ပဲခူးခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), Myanmar","(17.326111, 96.57254, 0.0)",17.326110999999997,96.57254
4646,MMR001005039,Ngwa Hpa Hkar,ငွါးဖခါး,ကျေးရွာအုပ်စု,Village Tract,"ငွါးဖခါး, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(26.2272816, 98.5635647, 0.0)",26.227281599999998,98.5635647
4648,MMR001005041,Lu Pi,လုပိ,ကျေးရွာအုပ်စု,Village Tract,"Laupai Street, ʻEwa Gentry, Waipahu, Honolulu County, Hawaii, 96706, United States of America","(21.3401786, -158.0202334, 0.0)",21.3401786,-158.0202334
4675,MMR001007001,Pin Lon,ပင်လုံ,ကျေးရွာအုပ်စု,Village Tract,"ပင်လုံ, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.558821, 96.191719, 0.0)",24.558821,96.19171899999999
4676,MMR001007002,Maw Han,မော်ဟန်,ကျေးရွာအုပ်စု,Village Tract,"မော်ဟန်, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.634239, 96.211533, 0.0)",24.634239,96.211533
4677,MMR001007003,Se Maing Ywar Thit,ဆယ်မိုင်ရွာသစ်,ကျေးရွာအုပ်စု,Village Tract,"ဆယ်မိုင်ရွာသစ်, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.66938, 96.269188, 0.0)",24.66938,96.269188
4678,MMR001007004,Kar Tu,ကာတူ,ကျေးရွာအုပ်စု,Village Tract,"ကာတူ, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.73863, 96.28511, 0.0)",24.73863,96.28511
4679,MMR001007005,Nyaung Kaing,ညောင်ကိုင်း,ကျေးရွာအုပ်စု,Village Tract,"ညောင်ကိုင်း, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.7242156, 96.3240819, 0.0)",24.7242156,96.3240819
4680,MMR001007006,Bi Lu,ဘီလူး,ကျေးရွာအုပ်စု,Village Tract,"ဘီလူး, မိုးညှင်း, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.8392424, 96.347834, 0.0)",24.8392424,96.34783399999999
4681,MMR001007007,In Gyin Kone,အင်ကြင်းကုန်း,ကျေးရွာအုပ်စု,Village Tract,"အင်ကြင်းကုန်း, Thaton District, Mon, Myanmar","(16.7800006, 97.5426249, 0.0)",16.7800006,97.5426249
4682,MMR001007008,Nyaung Kone,ညောင်ကုန်း,ကျေးရွာအုပ်စု,Village Tract,"ညောင်ကုန်း, ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.0865, 96.496193, 0.0)",21.0865,96.496193
4683,MMR001007009,Pin He,ပင်းဟဲ,ကျေးရွာအုပ်စု,Village Tract,"ပင်းဟဲ, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.8201355, 96.336803, 0.0)",24.820135500000003,96.336803
4684,MMR001007010,Inn Kone,အင်းကုန်း,ကျေးရွာအုပ်စု,Village Tract,"Inn Kone အင်းကုန်း, ကျောက်ဆည်ခရိုင်, မန္တလေးတိုင်း, Myanmar","(21.6792812, 96.21497302277209, 0.0)",21.679281200000002,96.21497302277209
4685,MMR001007011,Let Pan Tan,လက်ပံတန်း,ကျေးရွာအုပ်စု,Village Tract,"လက်ပံတန်း, သာယာဝတီခရိုင, ပဲခူးတိုင်းဒေသကြီး အနောက်ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), 12345, Myanmar","(17.783333, 95.75, 0.0)",17.783333,95.75
4687,MMR001007013,Lel Mee,လယ်မီး,ကျေးရွာအုပ်စု,Village Tract,"လယ်မီး, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.9326655, 96.4480432, 0.0)",24.9326655,96.4480432
4695,MMR001007021,Nyaung Pin,ညောင်ပင်,ကျေးရွာအုပ်စု,Village Tract,"ညောင်ပင်, မိတ္ထီလာခရိုင်, မန္တလေးတိုင်း, Myanmar","(21.2928042, 96.1136317, 0.0)",21.2928042,96.1136317
4697,MMR001007023,He Pu,ဟဲပု,ကျေးရွာအုပ်စု,Village Tract,"ဟဲပု, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.104476, 96.3678938, 0.0)",25.104476000000002,96.36789379999999
4698,MMR001007024,Chaung Wa,ချောင်းဝ,ကျေးရွာအုပ်စု,Village Tract,"ချောင်းဝ, ကျောက်ဖြူခရိုင်, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(18.885919, 93.932732, 0.0)",18.885919,93.932732
4702,MMR001007028,Ywar Thit Kone,ရွာသစ်ကုန်း,ကျေးရွာအုပ်စု,Village Tract,"ရွာသစ်ကုန်း, မော်လိုက်ခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(24.36116, 94.868797, 0.0)",24.36116,94.868797
4703,MMR001007029,Nam Poke,နန့်ပုတ်,ကျေးရွာအုပ်စု,Village Tract,"နန့်ပုတ်, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.7512654, 96.3361858, 0.0)",24.751265399999998,96.3361858
4704,MMR001007030,Myo Thit Ka Lay,မြို့သစ်ကလေး,ကျေးရွာအုပ်စု,Village Tract,"မြို့သစ်ကလေး, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.9399691, 96.4796693, 0.0)",24.939969100000003,96.4796693
4705,MMR001007031,Ta Kwin,တကွင်း,ကျေးရွာအုပ်စု,Village Tract,"တကြင်း, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.9801578, 96.4985606, 0.0)",24.9801578,96.49856059999999
4707,MMR001007033,Ywar Thit Gyi,ရွာသစ်ကြီး,ကျေးရွာအုပ်စု,Village Tract,"Ywar Thit Gyi (ရွာသစ်ကြီး), စစ်ကိုင်းခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(21.930469199999997, 95.78274897305637, 0.0)",21.9304692,95.78274897305636
4713,MMR001008001,Ywar Thit,ရွာသစ်,ကျေးရွာအုပ်စု,Village Tract,"ရွာသစ်, ဘော်လခဲခရိုင, ကယားပြည်နယ်‌ (Kayah), Myanmar","(19.166731, 97.499496, 0.0)",19.166731,97.499496
4715,MMR001008003,Pin Hkar,ပင်းခါး,ကျေးရွာအုပ်စု,Village Tract,"ပင်းခါး, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.300211, 96.96492, 0.0)",25.300210999999997,96.96491999999999
4716,MMR001008004,Kyar Inn,ကြာအင်း,ကျေးရွာအုပ်စု,Village Tract,"ကြာအင်း, ကော့ကရိတ်ခရိုင်, ကရင်ပြည်နယ် (Kayin), Myanmar","(16.4968239, 98.1585391, 0.0)",16.4968239,98.1585391
4718,MMR001008006,Yae Shin,ရေရှင်,ကျေးရွာအုပ်စု,Village Tract,"ရေရှင်, မြောက်ဦးခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(20.019329, 93.468246, 0.0)",20.019329,93.468246
4720,MMR001008008,Man Ywet,မန်ရွက်,ကျေးရွာအုပ်စု,Village Tract,"မန်ရွက်, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.307699, 96.851723, 0.0)",25.307699,96.85172299999999
4721,MMR001008009,Nyaung Kone,ညောင်ကုန်း,ကျေးရွာအုပ်စု,Village Tract,"ညောင်ကုန်း, ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.0865, 96.496193, 0.0)",21.0865,96.496193
4724,MMR001008012,Lwe Law,လွဲလော,ကျေးရွာအုပ်စု,Village Tract,"လွဲလော, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.262159, 96.917229, 0.0)",25.262159,96.917229
4726,MMR001008014,Aung Thar,အောင်သာ,ကျေးရွာအုပ်စု,Village Tract,"အောင်သာ, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.28231, 96.855423, 0.0)",25.28231,96.855423
4727,MMR001008015,Shwe Inn,ရွှေအင်း,ကျေးရွာအုပ်စု,Village Tract,"ရွှေအင်း, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.26001, 96.883751, 0.0)",25.26001,96.883751
4728,MMR001008016,Hto Pu,ထိုပူး,ကျေးရွာအုပ်စု,Village Tract,"ထိုပူး, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.2577, 96.876106, 0.0)",25.2577,96.87610600000001
4729,MMR001008017,Inn Baung,အင်းဘောင်း,ကျေးရွာအုပ်စု,Village Tract,"အင်းဘောင်း, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), ၁၁၀၂, Myanmar","(25.25186, 96.829239, 0.0)",25.25186,96.829239
4730,MMR001008018,Sar Hmaw,ဆားမှော်,ကျေးရွာအုပ်စု,Village Tract,"ဆားမှော်, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), ၁၁၀၂, Myanmar","(25.2271493, 96.7931171, 0.0)",25.2271493,96.7931171
4731,MMR001008019,Ka War Yang,ကဝါးယံ,ကျေးရွာအုပ်စု,Village Tract,"ကဝါးယံ, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), ၁၁၀၂, Myanmar","(25.27528, 96.793899, 0.0)",25.27528,96.793899
4737,MMR001008025,In Gyin Kone,အင်ကြင်းကုန်း,ကျေးရွာအုပ်စု,Village Tract,"အင်ကြင်းကုန်း, Thaton District, Mon, Myanmar","(16.7800006, 97.5426249, 0.0)",16.7800006,97.5426249
4742,MMR001008030,Nam Ma Tee,နမ္မတီး,ကျေးရွာအုပ်စု,Village Tract,"နမ္မတီး, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.3685481, 97.0081159, 0.0)",25.3685481,97.0081159
4743,MMR001008031,Thu Htay Kone,သူဌေးကုန်း,ကျေးရွာအုပ်စု,Village Tract,"သူဌေးကုန်း, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.358219, 96.986999, 0.0)",25.358219000000002,96.986999
4744,MMR001008032,Mya Daung,မြဒေါင်,ကျေးရွာအုပ်စု,Village Tract,"မြဒေါင်, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.374411, 96.996529, 0.0)",25.374411,96.99652900000001
4745,MMR001008033,Kan Hla,ကံလှ,ကျေးရွာအုပ်စု,Village Tract,"ကံလှ, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.386989, 97.005997, 0.0)",25.386989,97.005997
4747,MMR001008035,Myo Thit Gyi,မြို့သစ်ကြီး,ကျေးရွာအုပ်စု,Village Tract,"မြို့သစ်ကြီး, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.39373, 97.027702, 0.0)",25.393729999999998,97.027702
4748,MMR001008036,Lan Gwa,လမ်းခွ,ကျေးရွာအုပ်စု,Village Tract,"လမ်းခွ, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.38196, 97.016327, 0.0)",25.38196,97.016327
4749,MMR001008037,Nyaung Taw,ညောင်တော,ကျေးရွာအုပ်စု,Village Tract,"ညောင်တော, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.410179, 97.046799, 0.0)",25.410179,97.046799
4751,MMR001008039,Ma Ram,မရမ်း,ကျေးရွာအုပ်စု,Village Tract,"မရမ်း, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.345039, 97.082176, 0.0)",25.345039,97.082176
4752,MMR001008040,Oak Kyin,အုတ်ကျင်း,ကျေးရွာအုပ်စု,Village Tract,"အုတ်ကျင်း, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.30109, 96.878609, 0.0)",25.30109,96.878609
4770,MMR001010002,Chaung Wa,ချောင်းဝ,ကျေးရွာအုပ်စု,Village Tract,"ချောင်းဝ, ကျောက်ဖြူခရိုင်, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(18.885919, 93.932732, 0.0)",18.885919,93.932732
4773,MMR001010005,Wet Kone,ဝက်ကုန်း,ကျေးရွာအုပ်စု,Village Tract,"ဝက်ကုန်း, ပဲခူးခရိုင်, ပဲခူးတိုင်းဒေသကြီး အရှေ့ခြမ်း, ပဲခူးတိုင်းဒေသကြီး (Bago), Myanmar","(17.13137, 96.531563, 0.0)",17.13137,96.531563
4783,MMR001010015,Nam Hlaing,နန့်လှိုင်,ကျေးရွာအုပ်စု,Village Tract,"နန့်လှိုင်, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.370621, 96.987244, 0.0)",25.370621,96.98724399999999
4785,MMR001010017,Ma Au Pin,မအူပင်,ကျေးရွာအုပ်စု,Village Tract,"မအူပင်, Maubin, ဧရာဝတီတိုင်းဒေသကြီး, 10181, Myanmar","(16.7061423, 95.6326346472973, 0.0)",16.7061423,95.63263464729731
4787,MMR001010022,Sint Kin,စင့်ကင်,ကျေးရွာအုပ်စု,Village Tract,"စင့်ကင်, မိုးမိတ်ခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.1392194, 96.7316511, 0.0)",23.139219399999998,96.7316511
4793,MMR001010028,Nyaung Pin Thar,ညောင်ပင်သာ,ကျေးရွာအုပ်စု,Village Tract,"Nyaung Pin Thar ညောင်ပင်သာ, ကျောက်ဆည်ခရိုင်, မန္တလေးတိုင်း, Myanmar","(21.7754082, 96.1673708, 0.0)",21.7754082,96.1673708
4794,MMR001010029,Sar Wa Tee,စာဝတီး,ကျေးရွာအုပ်စု,Village Tract,"စာဝတီး, ဗန်းမော်ခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.15762045, 97.15751425879515, 0.0)",24.15762045,97.15751425879515
4799,MMR001010034,Kyun Gyi,ကျွန်းကြီး,ကျေးရွာအုပ်စု,Village Tract,"ကျွန်းကြီး, ရေး, Mawlamyine District, Mon, Myanmar","(15.07716585, 97.73901496665786, 0.0)",15.07716585,97.73901496665786
4800,MMR001010035,Maing Kar,မိုင်းကာ,ကျေးရွာအုပ်စု,Village Tract,"မိုင်းကာ, ကျိုင်းတုံခရိုင်, ရှမ်းပြည်နယ် အရှေ့ပိုင်း, ရှမ်းပြည်နယ် Shan State, Wa State Northern Region, Myanmar","(21.8425662, 99.4199345, 0.0)",21.842566199999997,99.4199345
4801,MMR001010036,Tha Hpan Pin,သဖန်းပင်,ကျေးရွာအုပ်စု,Village Tract,"သဖန်းပင်, ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.2561016, 96.54989, 0.0)",21.2561016,96.54989
4802,MMR001010037,Hnget Pyaw Taw,ငှက်ပျောတော,ကျေးရွာအုပ်စု,Village Tract,"ငှက်ပျောတော, ဘားအံခရိုင်, ကရင်ပြည်နယ် (Kayin), Myanmar","(17.384609, 97.825531, 0.0)",17.384609,97.82553100000001
4803,MMR001010038,Mya Zay Di,မြစေတီ,ကျေးရွာအုပ်စု,Village Tract,"မြစေတီ, ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(21.09654, 96.531273, 0.0)",21.09654,96.531273
4813,MMR001010048,Aung Thar,အောင်သာ,ကျေးရွာအုပ်စု,Village Tract,"အောင်သာ, မိုးညှင်းခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.28231, 96.855423, 0.0)",25.28231,96.855423
4818,MMR001011005,Sin Tat,ဆင်တပ်,ကျေးရွာအုပ်စု,Village Tract,"Sin Tat (ဆင်တပ်), စစ်ကိုင်းခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(21.9220654, 95.8583076, 0.0)",21.922065399999997,95.85830759999999
4824,MMR001011011,Si Thar,စီသာ,ကျေးရွာအုပ်စု,Village Tract,"Si Thar စီသာ, ပြင်ဦးလွင်ခရိုင်, မန္တလေးတိုင်း, Myanmar","(21.8910203, 96.417779, 0.0)",21.8910203,96.41777900000001
4829,MMR001011016,Bo Kone,ဘိုကုန်း,ကျေးရွာအုပ်စု,Village Tract,"ဘိုကုန်း, အင်းစိန်လမ်း, Lann Thit Group, အင်းစိန်, Northern District, ရန်ကုန်တိုင်းဒေသကြီး, 11111, Myanmar","(16.9009461, 96.1065539, 0.0)",16.900946100000002,96.10655390000001
4830,MMR001011017,Shwe Bon Thar,ရွှေဘုံသာ,ကျေးရွာအုပ်စု,Village Tract,"ရွှေဘုံသာ, ကသာခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(23.937639, 96.287804, 0.0)",23.937639,96.28780400000001
4832,MMR001011019,Tha Yet Kone,သရက်ကုန်း,ကျေးရွာအုပ်စု,Village Tract,"သရက်ကုန်း, စစ်တွေခရိုင, ရခိုင်ပြည်နယ် (Rakhine), 043, Myanmar","(20.159321, 92.851044, 0.0)",20.159321,92.85104399999999
4833,MMR001011020,Seik Thar,ဆိပ်သာ,ကျေးရွာအုပ်စု,Village Tract,"ဆိပ်သာ, သံတွဲခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(19.09009, 94.188553, 0.0)",19.09009,94.188553
4836,MMR001011023,Kyauk Gyi,ကျောက်ကြီး,ကျေးရွာအုပ်စု,Village Tract,"ကျောက်ကြီး, သံတွဲခရိုင, ရခိုင်ပြည်နယ် (Rakhine), Myanmar","(17.64929, 94.587311, 0.0)",17.64929,94.587311
4845,MMR001011032,Ah Mat Gyi Kone,အမတ်ကြီးကုန်း,ကျေးရွာအုပ်စု,Village Tract,"Ah Mat Gyi Kone အမတ်ကြီးကုန်း, ကျောက်ဆည်ခရိုင်, မန္တလေးတိုင်း, Myanmar","(21.7654381, 96.0499814, 0.0)",21.7654381,96.04998140000001
4860,MMR001012010,Myo Thit,မြို့သစ်,ကျေးရွာအုပ်စု,Village Tract,"မြို့သစ်, ဗန်းမော်ခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.4109379, 97.4068024, 0.0)",24.410937899999997,97.4068024
4867,MMR001012017,Ma Khwei,မခွယ်,ကျေးရွာအုပ်စု,Village Tract,"မခွယ်, ဗန်းမော်ခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(24.4921213, 97.3584095, 0.0)",24.4921213,97.3584095
4870,MMR001012020,Maing Hkat,မိုင်းခတ်,ကျေးရွာအုပ်စု,Village Tract,"မိုင်းခတ်, ကျိုင်းတုံခရိုင်, ရှမ်းပြည်နယ် အရှေ့ပိုင်း, ရှမ်းပြည်နယ် Shan State, Wa State Northern Region, Myanmar","(21.69292385, 99.31751733618913, 0.0)",21.69292385,99.31751733618911
4871,MMR001012021,Tar Li,တာလီ,ကျေးရွာအုပ်စု,Village Tract,"Umar Tali, NH731, Sandila, Lucknow, Uttar Pradesh, 241204, India","(27.0862232, 80.4733353, 0.0)",27.086223200000003,80.4733353
4890,MMR001012040,Ma Kyang,မကျန်,ကျေးရွာအုပ်စု,Village Tract,"မကျန်, နာဂ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရ ဒေသ, ခန္တီးခရိုင်, စစ်ကိုင်းတိုင်း (Sagaing), Myanmar","(26.3983272, 95.4630333, 0.0)",26.3983272,95.46303329999999
4920,MMR001013017,Sa Done,ဆဒုံး,ကျေးရွာအုပ်စု,Village Tract,"ဆဒုံး, မြစ်ကြီးနားခရိုင်, ကချင်ပြည်နယ် (Kachin), Myanmar","(25.3962189, 97.8984954, 0.0)",25.396218899999997,97.8984954
4936,MMR001013033,Si Au,စီအူ,ကျေးရွာအုပ်စု,Village Tract,"သဵၼ်ႈတၢင်း မိူင်းမိတ်ႈ-မၢၼ်ႈမေႃႇ, Nam Pong Pong, မဘိမ်း, မိုးမိတ်ခရိုင်, ရှမ်းပြည်နယ်မြောက်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(23.5155809, 96.7078096, 0.0)",23.515580899999996,96.70780959999999
4976,MMR001015019,Lon Kan,လုံကန်,ကျေးရွာအုပ်စု,Village Tract,"လုံကန်, တောင်ကြီးခရိုင, ရှမ်းပြည်နယ်တောင်ပိုင်း, ရှမ်းပြည်နယ် Shan State, Myanmar","(20.10655, 96.921501, 0.0)",20.10655,96.921501
5065,MMR002001005,Kone Thar,ကုန်းသာ,ကျေးရွာအုပ်စု,Village Tract,"ကုန်းသာ, လွိုင်ကော်‌ခရိုင, ကယားပြည်နယ်‌ (Kayah), Myanmar","(19.76228, 97.160957, 0.0)",19.76228,97.160957
5074,MMR002002001,Sin Taung,ဆင်တောင်,ကျေးရွာအုပ်စု,Village Tract,"ဆင်တောင်, လွိုင်ကော်‌ခရိုင, ကယားပြည်နယ်‌ (Kayah), Myanmar","(19.69207, 97.074371, 0.0)",19.69207,97.074371
5075,MMR002002002,Hpa Yar Hpyu,ဘုရားဖြူ,ကျေးရွာအုပ်စု,Village Tract,"ဘုရားဖြူ, မိတ္ထီလာခရိုင်, မန္တလေးတိုင်း, Myanmar","(21.2269975, 96.0182893, 0.0)",21.2269975,96.01828929999999
5077,MMR002002004,Oh Kay,အိုကေ,ကျေးရွာအုပ်စု,Village Tract,"အိုကေ, လွိုင်ကော်‌ခရိုင, ကယားပြည်နယ်‌ (Kayah), Myanmar","(19.661501, 97.109673, 0.0)",19.661501,97.109673
5078,MMR002002005,Daw Bu Ku,ဒေါဘူးကူး,ကျေးရွာအုပ်စု,Village Tract,"ဒေါဘူးကူး, လွိုင်ကော်‌ခရိုင, ကယားပြည်နယ်‌ (Kayah), Myanmar","(19.647461, 97.112549, 0.0)",19.647461,97.112549
5084,MMR002002011,Demoso,ဒီးမော့ဆို,ကျေးရွာအုပ်စု,Village Tract,"ဒီးမော့ဆို, လွိုင်ကော်‌ခရိုင, ကယားပြည်နယ်‌ (Kayah), Myanmar","(19.45763175, 97.2828233062694, 0.0)",19.45763175,97.28282330626939
